5.000000000000000000e+01,1.899999999999999467e-01,2.000000000000001776e-02
5.000000000000000000e+01,1.700000000000000400e-01,7.000000000000006217e-02
5.000000000000000000e+01,2.500000000000000000e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.100000000000000755e-01,-1.000000000000000888e-02
5.000000000000000000e+01,1.600000000000000311e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.899999999999999245e-01,1.000000000000000888e-02
5.000000000000000000e+01,1.099999999999999867e-01,-1.000000000000000888e-02
5.000000000000000000e+01,1.799999999999999378e-01,0.000000000000000000e+00
5.000000000000000000e+01,1.800000000000000488e-01,-9.999999999999897859e-03
5.000000000000000000e+01,1.500000000000000222e-01,4.000000000000003553e-02
5.000000000000000000e+01,1.199999999999999956e-01,5.000000000000004441e-02
5.000000000000000000e+01,1.099999999999999867e-01,1.000000000000000888e-02
5.000000000000000000e+01,2.600000000000000089e-01,0.000000000000000000e+00
5.000000000000000000e+01,1.600000000000000311e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.600000000000000089e-01,0.000000000000000000e+00
5.000000000000000000e+01,1.500000000000000222e-01,-1.000000000000000888e-02
5.000000000000000000e+01,2.099999999999999645e-01,0.000000000000000000e+00
5.000000000000000000e+01,1.599999999999999201e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.500000000000000000e-01,4.000000000000003553e-02
5.000000000000000000e+01,1.700000000000000400e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.899999999999999245e-01,-1.000000000000000888e-02
5.000000000000000000e+01,8.000000000000007105e-02,0.000000000000000000e+00
5.000000000000000000e+01,1.500000000000000222e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.200000000000000844e-01,4.000000000000003553e-02
5.000000000000000000e+01,1.800000000000000488e-01,1.000000000000000888e-02
5.000000000000000000e+01,3.000000000000000444e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.100000000000000755e-01,0.000000000000000000e+00
5.000000000000000000e+01,1.400000000000000133e-01,1.000000000000000888e-02
5.000000000000000000e+01,1.700000000000000400e-01,6.000000000000005329e-02
5.000000000000000000e+01,1.800000000000000488e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.399999999999999911e-01,1.000000000000000888e-02
5.000000000000000000e+01,1.699999999999999289e-01,4.999999999999993339e-02
5.000000000000000000e+01,9.999999999999997780e-02,1.999999999999990674e-02
5.000000000000000000e+01,1.900000000000000577e-01,0.000000000000000000e+00
5.000000000000000000e+01,1.300000000000000044e-01,3.000000000000002665e-02
5.000000000000000000e+01,2.199999999999999734e-01,-1.000000000000000888e-02
5.000000000000000000e+01,1.600000000000000311e-01,0.000000000000000000e+00
5.000000000000000000e+01,1.399999999999999023e-01,1.999999999999990674e-02
5.000000000000000000e+01,1.700000000000000400e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.099999999999999645e-01,1.000000000000000888e-02
5.000000000000000000e+01,1.300000000000000044e-01,3.999999999999992450e-02
5.000000000000000000e+01,1.199999999999999956e-01,1.000000000000000888e-02
5.000000000000000000e+01,2.299999999999999822e-01,1.000000000000000888e-02
5.000000000000000000e+01,9.999999999999997780e-02,-2.000000000000001776e-02
5.000000000000000000e+01,1.800000000000000488e-01,4.000000000000003553e-02
5.000000000000000000e+01,8.000000000000007105e-02,1.000000000000000888e-02
5.000000000000000000e+01,1.999999999999999556e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.500000000000000000e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.500000000000000000e-01,3.000000000000002665e-02
5.000000000000000000e+01,2.199999999999999734e-01,1.000000000000000888e-02
5.000000000000000000e+01,2.500000000000000000e-01,1.000000000000000888e-02
5.000000000000000000e+01,1.500000000000000222e-01,-2.000000000000001776e-02
5.000000000000000000e+01,1.400000000000000133e-01,-3.999999999999992450e-02
5.000000000000000000e+01,1.800000000000000488e-01,1.000000000000000888e-02
5.000000000000000000e+01,2.199999999999999734e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.000000000000000666e-01,1.000000000000000888e-02
5.000000000000000000e+01,1.800000000000000488e-01,-3.000000000000002665e-02
5.000000000000000000e+01,1.000000000000000888e-01,3.000000000000002665e-02
5.000000000000000000e+01,2.600000000000000089e-01,4.999999999999993339e-02
5.000000000000000000e+01,2.500000000000000000e-01,0.000000000000000000e+00
5.000000000000000000e+01,2.600000000000000089e-01,0.000000000000000000e+00
